Batch_ID,Product,Manufacturing_Line,Batch_Date,Year,Operator_Team,Temperature_C,Humidity_Percent,Mixing_Speed_RPM,Mixing_Time_Minutes,Production_Time_Hours,API_Assay_Percent,pH,Viscosity_cP,Dissolution_30min_Percent,Yield_Percent,Batch_Status,Failure_Flag,Deviation_Flag,Deviation_Rate_Flag,Deviation_Type,Deviation_Severity
B000357,COX-2 Inhibitor,Line 2,30-May-2024,2024,Team D,22.19,42.71,338.00,37.40,5.55,98.74,6.85,99.90,87.73,96.24,Pass,0,No,0,None,None
B001100,Antidepressant,Line 3,20-May-2025,2025,Team B,21.44,,292.00,32.00,6.85,99.00,7.06,130.10,89.73,92.49,Pass,0,No,0,None,None
B001620,Antidepressant,Line 2,10-Dec-2025,2025,Team D,22.23,46.11,308.00,34.30,6.32,99.17,7.03,123.70,87.97,92.49,Pass,0,Yes,1,Equipment,Minor
B001888,Antidepressant,Line 3,28-Oct-2024,2024,Team C,22.33,38.44,320.00,48.60,6.80,98.74,6.62,130.20,86.33,92.49,Pass,0,No,0,None,None
B002394,Antidepressant,Line 2,19-Apr-2024,2024,Team A,21.78,43.72,319.00,42.90,7.78,99.51,6.65,141.20,87.88,92.49,Pass,0,No,0,None,None
B002415,GLP-1 Agonist,Line 3,16-Feb-2025,2025,Team A,21.55,32.63,307.00,54.50,8.73,,6.97,146.30,82.78,92.49,Pass,0,No,0,None,None
B000355,GLP-1 Agonist,Line 2,13-Feb-2025,2025,Team C,22.31,33.01,291.00,43.20,8.34,99.24,6.72,146.30,86.77,92.48,Pass,0,No,0,None,None
B000370,AED,Line 2,18-Jan-2024,2024,Team A,22.76,47.85,321.00,50.00,7.87,98.68,7.22,135.70,86.54,92.48,Pass,0,No,0,None,None
B000877,GLP-1 Agonist,Line 1,01-Feb-2024,2024,Team D,20.92,37.44,310.00,46.80,8.49,99.29,6.80,138.10,86.73,92.48,Pass,0,No,0,None,None
B001220,Antidepressant,Line 3,16-Mar-2025,2025,Team A,22.58,37.53,310.00,51.40,7.73,99.45,6.76,140.50,86.15,92.48,Pass,0,No,0,None,None
B002475,GLP-1 Agonist,Line 3,04-Jul-2025,2025,Team C,21.40,45.46,296.00,35.00,8.34,99.07,7.11,135.60,87.68,92.48,Pass,0,No,0,None,None
B000332,Antidepressant,Line 1,25-Nov-2024,2024,Team C,20.52,43.08,291.00,43.20,7.57,99.15,6.64,130.10,90.25,92.47,Pass,0,No,0,None,None
B002893,COX-2 Inhibitor,Line 2,21-Nov-2025,2025,Team D,21.55,44.24,347.00,33.90,5.89,99.20,6.78,112.10,88.48,96.24,Pass,0,No,0,None,None
B000935,COX-2 Inhibitor,Line 2,25-Feb-2025,2025,Team D,22.10,43.33,331.00,36.70,6.19,99.56,6.83,117.90,87.47,96.25,Pass,0,No,0,None,None
B001128,COX-2 Inhibitor,Line 2,06-Jul-2025,2025,Team D,22.70,48.84,344.00,39.40,7.19,99.14,6.71,124.30,87.82,96.25,Pass,0,No,0,None,None
B002467,AED,Line 3,27-Jun-2025,2025,Team C,20.46,50.82,314.00,44.50,8.24,98.78,6.91,124.00,84.71,92.47,Pass,0,No,0,None,None
B002944,Antidepressant,Line 3,12-Oct-2024,2024,Team D,21.94,50.26,312.00,36.90,7.49,98.90,7.17,133.30,85.01,92.47,Pass,0,No,0,None,None
B002957,Antidepressant,Line 2,11-Jun-2025,2025,Team B,20.84,53.40,322.00,48.90,7.12,98.83,6.96,122.70,84.87,92.47,Pass,0,No,0,None,None
B000114,COX-2 Inhibitor,Line 2,06-Aug-2024,2024,Team A,22.92,44.59,338.00,43.00,6.65,99.27,6.77,109.10,87.50,96.27,Pass,0,No,0,None,None
B000905,AED,Line 2,26-Jul-2024,2024,Team D,21.36,41.10,317.00,49.10,7.38,98.46,6.82,154.40,85.95,92.46,Pass,0,No,0,None,None
B001560,AED,Line 3,22-Aug-2024,2024,Team C,21.91,33.26,303.00,51.60,7.56,98.86,6.80,132.00,86.73,92.46,Pass,0,No,0,None,None
B002263,GLP-1 Agonist,Line 1,31-Aug-2024,2024,Team B,21.62,34.81,300.00,55.70,7.98,99.45,6.78,138.70,81.92,92.46,Pass,0,No,0,None,None
B002461,AED,Line 3,21-Mar-2024,2024,Team D,21.51,52.97,308.00,38.50,7.45,98.68,6.93,119.40,89.46,92.46,Pass,0,No,0,None,None
B000260,COX-2 Inhibitor,Line 1,04-Sep-2025,2025,Team A,21.95,43.75,338.00,32.40,6.86,98.68,6.78,122.60,88.35,96.28,Pass,0,No,0,None,None
B000078,COX-2 Inhibitor,Line 2,04-Apr-2024,2024,Team A,23.17,41.54,372.00,40.90,6.91,99.12,6.75,135.60,87.94,96.30,Pass,0,No,0,None,None
B000579,AED,Line 3,20-Dec-2025,2025,Team B,21.29,38.54,308.00,49.40,7.92,99.33,6.94,132.50,86.42,92.45,Pass,0,No,0,None,None
B000668,AED,Line 1,21-May-2025,2025,Team B,22.25,47.18,305.00,35.40,6.41,99.07,7.19,101.00,88.96,92.45,Pass,0,No,0,None,None
B000746,GLP-1 Agonist,Line 3,10-Jul-2024,2024,Team D,22.71,42.14,306.00,48.90,6.84,99.08,7.14,141.40,84.88,92.45,Pass,0,No,0,None,None
B001138,GLP-1 Agonist,Line 3,01-Apr-2024,2024,Team C,22.46,31.85,306.00,37.70,7.78,99.24,6.84,124.60,88.74,92.45,Pass,0,No,0,None,None
B001155,GLP-1 Agonist,Line 2,12-Aug-2025,2025,Team D,21.71,36.70,295.00,52.30,7.40,99.03,,141.40,80.34,92.45,Failed,1,No,0,None,None
B001864,GLP-1 Agonist,Line 3,19-Jan-2024,2024,Team C,21.30,44.62,305.00,39.30,8.04,98.68,6.97,136.20,87.48,92.45,Pass,0,No,0,None,None
B002342,Antidepressant,Line 1,18-Feb-2024,2024,Team C,20.85,41.09,320.00,35.30,7.15,99.24,6.91,122.30,86.71,92.45,Pass,0,No,0,None,None
B001154,Antidepressant,Line 2,07-Jan-2024,2024,Team B,21.23,40.94,344.00,42.10,7.35,99.40,6.72,111.30,88.55,92.44,Pass,0,No,0,None,None
B001657,Antidepressant,Line 3,23-Apr-2025,2025,Team C,21.85,43.03,328.00,51.70,7.73,98.96,6.86,146.20,84.94,92.44,Pass,0,No,0,None,None
B001737,AED,Line 3,02-Feb-2025,2025,Team B,21.39,43.60,307.00,36.90,7.40,98.97,6.76,122.10,88.04,92.44,Pass,0,No,0,None,None
B002012,GLP-1 Agonist,Line 2,23-Jul-2024,2024,Team B,21.08,,279.00,49.10,8.71,98.76,6.98,124.20,87.12,92.44,Pass,0,No,0,None,None
B002245,GLP-1 Agonist,Line 2,04-Apr-2024,2024,Team B,20.94,42.71,297.00,58.60,8.68,98.40,7.10,152.10,83.72,92.44,Pass,0,No,0,None,None
B002547,AED,Line 3,26-Dec-2024,2024,Team D,21.07,45.44,342.00,43.90,7.56,99.32,6.82,126.80,89.05,92.44,Pass,0,No,0,None,None
B000904,GLP-1 Agonist,Line 2,24-Mar-2025,2025,Team B,23.31,33.60,336.00,46.40,7.94,99.39,6.89,138.60,87.12,92.43,Pass,0,No,0,None,None
B001177,GLP-1 Agonist,Line 2,25-Feb-2025,2025,Team D,21.89,44.28,295.00,49.80,8.38,98.53,7.05,139.50,83.48,92.43,Pass,0,Yes,1,Equipment,Minor
B001999,AED,Line 2,22-Sep-2024,2024,Team C,21.55,45.96,322.00,36.70,5.79,99.06,6.91,137.90,88.47,92.43,Pass,0,No,0,None,None
B000148,GLP-1 Agonist,Line 3,19-Sep-2024,2024,Team A,22.51,44.37,317.00,58.80,8.40,98.47,6.81,150.70,82.08,92.42,Pass,0,No,0,None,None
B000379,GLP-1 Agonist,Line 2,24-Oct-2024,2024,Team D,22.35,36.07,312.00,41.00,7.04,98.86,6.74,140.20,87.01,92.42,Pass,0,No,0,None,None
B000398,GLP-1 Agonist,Line 1,22-Mar-2024,2024,Team B,21.03,34.89,329.00,51.80,8.33,98.50,6.89,148.90,83.38,92.42,Pass,0,No,0,None,None
B001992,COX-2 Inhibitor,Line 3,20-Jan-2025,2025,Team D,22.88,39.03,345.00,41.90,7.09,99.55,6.59,132.90,91.35,96.30,Pass,0,No,0,None,None
B001205,Antidepressant,Line 3,27-Nov-2024,2024,Team D,21.53,45.11,280.00,33.00,6.87,98.97,6.89,129.60,89.70,92.42,Pass,0,No,0,None,None
B001427,Antidepressant,Line 1,01-Sep-2025,2025,Team A,,47.31,303.00,41.30,6.64,99.36,7.07,137.40,85.86,92.42,Pass,0,No,0,None,None
B001499,GLP-1 Agonist,Line 3,28-Jan-2024,2024,Team A,21.27,41.85,299.00,55.60,8.22,98.53,6.90,145.80,85.36,92.42,Pass,0,No,0,None,None
B001768,Antidepressant,Line 2,16-Aug-2024,2024,Team D,21.58,46.49,335.00,29.30,6.72,99.02,6.80,108.50,92.47,92.42,Pass,0,No,0,None,None
B002323,GLP-1 Agonist,Line 3,04-Oct-2024,2024,Team B,20.87,45.73,291.00,59.30,7.96,99.19,7.14,150.70,79.14,92.42,Pass,0,No,0,None,None
B002621,AED,Line 2,29-Dec-2025,2025,Team A,20.54,54.32,312.00,39.50,8.14,98.78,7.11,124.80,91.39,92.42,Pass,0,No,0,None,None
B000077,GLP-1 Agonist,Line 1,19-Mar-2024,2024,Team C,22.55,45.16,315.00,53.30,8.49,98.93,7.02,139.00,85.98,92.41,Pass,0,No,0,None,None
B002546,GLP-1 Agonist,Line 1,11-May-2025,2025,Team A,20.27,36.92,293.00,54.40,8.63,99.30,7.19,141.60,86.51,92.41,Pass,0,No,0,None,None
B002731,Antidepressant,Line 1,04-Jan-2025,2025,Team A,21.99,52.78,332.00,30.00,6.40,98.37,7.04,123.80,92.44,92.41,Pass,0,No,0,None,None
B000138,GLP-1 Agonist,Line 1,24-Oct-2025,2025,Team B,21.14,38.60,294.00,42.00,7.60,98.50,7.05,130.20,86.91,92.40,Pass,0,Yes,1,Process,Minor
B001105,Antidepressant,Line 3,27-Nov-2025,2025,Team A,22.46,39.25,303.00,45.80,7.19,99.33,6.90,132.60,85.28,92.40,Failed,1,No,0,None,None
B001561,AED,Line 3,16-Jan-2025,2025,Team B,21.21,48.76,294.00,44.30,7.00,98.73,6.89,137.70,89.76,92.40,Failed,1,No,0,None,None
B000594,COX-2 Inhibitor,Line 1,26-Jun-2024,2024,Team D,22.58,40.36,339.00,41.30,6.08,98.92,6.74,115.80,89.44,96.32,Pass,0,No,0,None,None
B002615,Antidepressant,Line 2,19-Jan-2024,2024,Team D,22.35,41.11,324.00,43.70,7.78,99.18,6.89,120.00,84.62,92.40,Pass,0,No,0,None,None
B002872,GLP-1 Agonist,Line 1,01-Dec-2025,2025,Team B,20.95,39.34,327.00,44.80,7.09,98.59,6.94,130.70,88.10,92.40,Pass,0,No,0,None,None
B001720,AED,Line 1,27-Apr-2024,2024,Team A,22.41,47.63,310.00,48.10,5.87,98.90,6.99,143.20,86.50,92.39,Pass,0,No,0,None,None
B001770,AED,Line 3,05-May-2024,2024,Team D,20.64,42.81,317.00,44.40,7.58,99.30,7.00,133.40,83.86,92.39,Pass,0,No,0,None,None
B002044,AED,Line 2,24-Sep-2024,2024,Team D,21.48,43.46,326.00,43.60,7.64,98.80,6.82,129.10,83.94,92.39,Pass,0,No,0,None,None
B000119,GLP-1 Agonist,Line 1,07-Jul-2024,2024,Team A,21.13,38.80,287.00,39.70,7.96,99.04,6.98,116.40,87.77,92.38,Pass,0,Yes,1,Material,Minor
B001124,Antidepressant,Line 2,19-Jun-2024,2024,Team B,,39.08,319.00,43.30,6.59,99.09,6.61,137.00,85.01,92.38,Pass,0,No,0,None,None
B001959,AED,Line 2,13-Aug-2025,2025,Team A,20.68,43.92,305.00,47.90,7.24,98.69,6.85,128.00,88.06,92.38,Pass,0,No,0,None,None
B002155,COX-2 Inhibitor,Line 1,09-Apr-2025,2025,Team B,21.44,36.50,327.00,38.70,6.78,99.23,6.73,129.20,87.67,96.32,Pass,0,No,0,None,None
B002520,Antidepressant,Line 2,21-May-2024,2024,Team A,22.71,42.05,327.00,54.50,7.08,99.72,6.65,117.40,86.33,92.38,Pass,0,No,0,None,None
B000067,COX-2 Inhibitor,Line 2,22-May-2025,2025,Team B,21.64,47.93,336.00,34.80,5.15,99.26,6.52,101.50,88.38,96.33,Pass,0,No,0,None,None
B002884,GLP-1 Agonist,Line 3,26-Mar-2024,2024,Team D,22.56,47.61,286.00,50.70,7.84,98.58,7.15,142.70,84.79,92.38,Pass,0,No,0,None,None
B002446,COX-2 Inhibitor,Line 1,16-Jun-2025,2025,Team C,22.27,45.69,325.00,32.80,6.81,99.02,6.57,127.50,89.72,96.33,Pass,0,No,0,None,None
B000680,GLP-1 Agonist,Line 1,27-Aug-2024,2024,Team C,20.26,43.40,296.00,47.90,7.76,98.93,7.03,129.10,86.99,92.37,Pass,0,No,0,None,None
B000799,COX-2 Inhibitor,Line 2,22-Sep-2025,2025,Team C,22.54,46.84,326.00,41.90,6.95,99.13,6.85,105.60,88.19,96.34,Pass,0,No,0,None,None
B002193,COX-2 Inhibitor,Line 1,19-Dec-2025,2025,Team C,22.36,44.29,336.00,34.70,6.44,99.27,6.69,106.10,,96.34,Pass,0,No,0,None,None
B001827,GLP-1 Agonist,Line 1,09-Apr-2025,2025,Team B,,33.45,305.00,42.40,7.92,98.82,7.09,137.40,83.88,92.37,Pass,0,Yes,1,Material,Minor
B002324,Antidepressant,Line 1,22-Jul-2024,2024,Team B,21.36,39.08,314.00,35.80,6.60,99.36,,115.10,88.27,92.37,Pass,0,No,0,None,None
B002692,GLP-1 Agonist,Line 1,12-Mar-2025,2025,Team C,20.69,37.04,281.00,38.10,7.34,98.63,6.95,121.70,92.18,92.37,Pass,0,No,0,None,None
B000210,GLP-1 Agonist,Line 1,17-Oct-2025,2025,Team B,21.58,33.01,288.00,47.70,7.84,99.25,6.89,,87.55,92.36,Pass,0,No,0,None,None
B000304,GLP-1 Agonist,Line 3,11-Jun-2024,2024,Team C,20.16,37.66,278.00,53.00,8.81,98.54,6.98,143.80,85.16,92.36,Pass,0,No,0,None,None
B000673,AED,Line 1,05-Jul-2024,2024,Team B,21.90,45.48,338.00,37.90,7.61,99.09,7.01,121.30,85.17,92.36,Pass,0,No,0,None,None
B000809,GLP-1 Agonist,Line 3,31-Dec-2024,2024,Team A,21.15,38.91,298.00,44.10,8.32,98.99,6.96,128.10,87.78,92.36,Pass,0,No,0,None,None
B001131,AED,Line 3,30-Sep-2024,2024,Team D,23.21,40.72,327.00,45.60,8.72,98.95,7.04,137.10,87.37,92.36,Pass,0,No,0,None,None
B001217,GLP-1 Agonist,Line 3,20-May-2024,2024,Team C,22.60,43.39,307.00,55.00,8.22,98.44,7.15,143.50,83.31,92.36,Pass,0,No,0,None,None
B002335,GLP-1 Agonist,Line 2,27-Dec-2024,2024,Team C,21.54,42.25,301.00,58.60,8.58,99.25,7.16,146.10,83.14,92.36,Pass,0,No,0,None,None
B002383,Antidepressant,Line 3,20-Feb-2025,2025,Team B,22.25,37.16,288.00,50.30,7.28,99.32,6.83,151.80,86.89,92.36,Pass,0,No,0,None,None
B002597,Antidepressant,Line 3,29-Aug-2024,2024,Team C,22.88,47.74,327.00,36.90,7.64,98.86,6.94,111.80,88.85,92.36,Pass,0,No,0,None,None
B000386,AED,Line 3,25-Oct-2024,2024,Team A,21.98,45.31,313.00,39.40,7.84,98.70,6.93,118.90,90.90,92.35,Pass,0,No,0,None,None
B000452,AED,Line 2,14-Oct-2024,2024,Team A,22.26,50.82,319.00,45.80,7.63,98.52,7.09,132.40,83.14,92.35,Pass,0,No,0,None,None
B000576,GLP-1 Agonist,Line 2,10-Sep-2025,2025,Team D,20.30,42.82,311.00,57.20,8.64,99.21,6.85,141.90,86.64,92.35,Pass,0,No,0,None,None
B000883,AED,Line 3,16-Jun-2025,2025,Team C,21.80,45.59,293.00,54.70,7.41,99.04,6.75,133.80,85.01,92.35,Pass,0,No,0,None,None
B001212,AED,Line 2,20-Jan-2024,2024,Team A,22.47,44.63,340.00,40.30,7.11,98.72,6.87,126.60,89.39,92.35,Pass,0,No,0,None,None
B001558,GLP-1 Agonist,Line 3,07-Nov-2025,2025,Team B,21.13,39.87,310.00,43.90,8.40,99.50,,132.90,86.29,92.35,Pass,0,No,0,None,None
B002814,Antidepressant,Line 3,24-Oct-2024,2024,Team D,21.50,41.70,338.00,42.10,7.15,99.12,6.77,113.30,83.50,92.35,Pass,0,No,0,None,None
B002860,GLP-1 Agonist,Line 1,13-Sep-2024,2024,Team D,21.23,41.22,275.00,52.20,7.94,98.53,7.01,149.40,87.21,92.35,Pass,0,Yes,1,Process,Minor
B001050,Antidepressant,Line 3,28-Jun-2024,2024,Team B,22.42,40.88,316.00,53.80,8.17,99.12,6.82,129.60,85.89,92.34,Pass,0,No,0,None,None
B000448,COX-2 Inhibitor,Line 3,18-Oct-2024,2024,Team A,23.04,43.73,340.00,37.30,7.05,99.25,6.79,111.50,85.68,96.36,Pass,0,No,0,None,None
B002925,Antidepressant,Line 2,17-Jul-2024,2024,Team C,22.37,48.75,340.00,40.20,7.65,98.72,,120.10,89.79,92.34,Failed,1,No,0,None,None
B000200,GLP-1 Agonist,Line 3,14-Mar-2025,2025,Team A,20.68,38.49,298.00,54.60,8.03,98.21,7.21,153.90,80.45,92.33,Pass,0,No,0,None,None
B000515,GLP-1 Agonist,Line 3,22-Jan-2025,2025,Team D,21.03,40.67,300.00,50.30,7.63,98.67,6.87,152.10,87.32,92.33,Pass,0,No,0,None,None
B002294,GLP-1 Agonist,Line 2,15-May-2025,2025,Team B,20.58,44.78,302.00,50.30,8.08,98.69,7.03,137.20,87.86,92.33,Pass,0,No,0,None,None
B002442,Antidepressant,Line 3,09-Aug-2025,2025,Team A,22.08,37.81,295.00,44.80,7.62,99.21,6.72,145.80,91.58,92.33,Pass,0,No,0,None,None
B002596,AED,Line 2,14-Mar-2025,2025,Team A,21.09,43.55,300.00,56.50,7.35,98.95,6.99,154.50,83.87,92.33,Pass,0,No,0,None,None
B000439,COX-2 Inhibitor,Line 1,30-Nov-2024,2024,Team C,,38.33,371.00,39.00,6.39,99.69,6.72,116.90,88.40,96.41,Pass,0,No,0,None,None
B000754,GLP-1 Agonist,Line 3,18-Apr-2025,2025,Team B,21.03,25.28,308.00,48.30,8.43,98.77,7.00,140.20,82.29,92.32,Pass,0,No,0,None,None
B002058,GLP-1 Agonist,Line 2,01-Jul-2025,2025,Team C,21.73,38.50,283.00,49.90,8.06,99.20,7.03,136.80,85.07,92.32,Pass,0,No,0,None,None
B002589,GLP-1 Agonist,Line 2,26-Feb-2025,2025,Team C,20.93,53.26,350.00,50.00,7.65,98.06,7.09,144.80,82.69,92.32,Pass,0,No,0,None,None
B002821,GLP-1 Agonist,Line 3,13-Sep-2025,2025,Team D,20.53,38.60,317.00,44.60,8.01,98.49,6.88,142.70,86.16,92.32,Pass,0,No,0,None,None
B000172,GLP-1 Agonist,Line 3,02-Oct-2024,2024,Team D,21.77,33.11,299.00,165.00,7.78,99.00,6.89,143.30,86.14,92.31,Failed,1,No,0,None,None
B000399,GLP-1 Agonist,Line 3,24-Jun-2024,2024,Team D,21.30,42.46,325.00,52.50,9.51,98.85,6.82,158.90,88.27,92.31,Pass,0,No,0,None,None
B001348,GLP-1 Agonist,Line 3,29-Jan-2025,2025,Team B,21.45,42.39,319.00,57.70,8.20,98.91,7.12,150.30,86.43,92.31,Failed,1,No,0,None,None
B001383,GLP-1 Agonist,Line 1,19-Dec-2025,2025,Team D,21.16,36.18,304.00,41.40,7.69,99.74,7.09,131.10,88.79,92.31,Pass,0,No,0,None,None
B001902,Antidepressant,Line 1,19-Nov-2025,2025,Team C,21.54,39.76,342.00,42.40,7.16,99.09,7.06,126.10,84.89,92.31,Pass,0,No,0,None,None
B002077,AED,Line 2,27-Jun-2025,2025,Team B,22.34,48.10,333.00,55.00,7.62,98.67,7.00,,85.38,92.31,Pass,0,No,0,None,None
B002900,GLP-1 Agonist,Line 1,25-Apr-2024,2024,Team B,21.93,47.07,306.00,38.80,8.44,98.71,7.15,130.80,85.15,92.31,Pass,0,No,0,None,None
B000606,AED,Line 1,15-Sep-2024,2024,Team C,21.90,39.50,305.00,43.60,7.32,98.99,7.02,142.50,84.41,92.30,Pass,0,No,0,None,None
B000731,GLP-1 Agonist,Line 3,01-Jul-2025,2025,Team D,21.07,32.01,286.00,49.90,8.53,99.09,6.82,143.70,80.87,92.30,Pass,0,No,0,None,None
B001715,GLP-1 Agonist,Line 2,31-Aug-2025,2025,Team A,22.00,39.31,328.00,42.60,8.19,99.28,6.96,143.30,85.75,92.30,Pass,0,No,0,None,None
B001302,COX-2 Inhibitor,Line 3,09-Jan-2025,2025,Team C,22.40,53.07,306.00,35.30,6.78,98.67,6.92,111.80,91.25,96.41,Pass,0,No,0,None,None
B002528,AED,Line 1,01-May-2025,2025,Team A,20.62,50.65,302.00,42.00,7.57,99.14,6.98,121.40,89.60,92.30,Pass,0,No,0,None,None
B002807,GLP-1 Agonist,Line 3,24-May-2025,2025,Team C,20.59,48.15,286.00,44.70,8.69,98.82,7.16,145.40,85.72,92.30,Pass,0,No,0,None,None
B001416,AED,Line 3,01-Sep-2024,2024,Team C,21.20,49.16,344.00,53.10,7.72,98.88,7.31,132.50,86.38,92.29,Failed,1,No,0,None,None
B000666,COX-2 Inhibitor,Line 2,06-Mar-2024,2024,Team C,23.00,,356.00,39.30,6.28,99.02,6.61,106.30,88.77,96.43,Pass,0,No,0,None,None
B002674,GLP-1 Agonist,Line 2,18-Apr-2025,2025,Team C,20.34,43.45,301.00,57.90,9.50,99.17,6.87,129.60,85.28,92.29,Pass,0,Yes,1,Environmental,Major
B000453,COX-2 Inhibitor,Line 1,21-Oct-2025,2025,Team D,21.09,42.99,336.00,35.30,6.42,99.39,6.72,123.10,85.58,96.45,Pass,0,No,0,None,None
B000188,Antidepressant,Line 3,15-Aug-2025,2025,Team C,22.16,45.77,306.00,44.40,7.78,99.31,6.96,122.50,84.90,92.27,Pass,0,No,0,None,None
B000244,GLP-1 Agonist,Line 1,26-Jun-2025,2025,Team B,22.38,43.38,289.00,51.20,8.77,99.01,6.92,157.90,87.69,92.27,Pass,0,No,0,None,None
B000296,AED,Line 3,08-Oct-2024,2024,Team B,22.06,42.83,322.00,37.20,8.11,98.66,6.96,144.30,88.71,92.27,Pass,0,No,0,None,None
B000899,Antidepressant,Line 1,23-Nov-2024,2024,Team B,21.77,46.62,281.00,48.60,6.96,99.23,6.77,125.10,84.65,92.27,Pass,0,No,0,None,None
B001269,GLP-1 Agonist,Line 3,13-Aug-2025,2025,Team A,20.89,38.90,293.00,46.00,7.46,98.71,7.09,126.60,87.66,92.27,Pass,0,No,0,None,None
B002056,GLP-1 Agonist,Line 1,22-May-2025,2025,Team B,20.65,44.67,329.00,45.50,7.64,98.81,6.83,133.70,85.20,92.26,Pass,0,No,0,None,None
B002167,AED,Line 2,07-Aug-2024,2024,Team D,21.83,42.80,328.00,43.90,7.46,99.07,6.89,117.30,86.25,92.26,Pass,0,No,0,None,None
B002359,AED,Line 2,04-May-2025,2025,Team C,20.75,29.84,312.00,36.90,6.75,98.90,6.66,140.60,88.46,92.26,Pass,0,No,0,None,None
B002402,AED,Line 1,20-Jul-2024,2024,Team B,21.35,50.28,278.00,50.60,7.72,99.25,7.06,144.60,85.51,92.26,Pass,0,No,0,None,None
B002630,Antidepressant,Line 1,24-Nov-2025,2025,Team B,23.18,37.17,322.00,34.50,6.90,98.89,6.82,111.40,82.83,92.26,Pass,0,No,0,None,None
B000190,Antidepressant,Line 1,26-Mar-2025,2025,Team D,21.55,33.10,293.00,47.40,6.80,99.55,6.81,145.20,90.34,92.25,Failed,1,No,0,None,None
B000554,AED,Line 2,26-May-2024,2024,Team A,21.30,36.90,315.00,51.50,8.31,99.31,6.69,163.80,84.02,92.25,Pass,0,No,0,None,None
B000487,GLP-1 Agonist,Line 3,25-Apr-2025,2025,Team A,21.36,37.06,257.00,51.40,7.68,98.97,6.93,152.20,85.47,92.24,Pass,0,No,0,None,None
B000590,Antidepressant,Line 1,09-Apr-2025,2025,Team A,22.19,40.84,322.00,35.80,6.56,99.34,6.79,104.10,89.03,92.24,Pass,0,No,0,None,None
B001973,COX-2 Inhibitor,Line 1,10-Jan-2025,2025,Team A,22.77,41.66,373.00,33.30,6.81,99.37,6.70,110.30,90.02,96.49,Pass,0,No,0,None,None
B001065,GLP-1 Agonist,Line 1,15-Apr-2024,2024,Team B,21.87,42.02,314.00,42.10,8.05,99.16,7.34,116.80,86.42,92.23,Pass,0,No,0,None,None
B001136,GLP-1 Agonist,Line 1,28-Oct-2024,2024,Team C,22.07,37.68,286.00,49.90,8.61,99.15,6.83,135.40,84.96,92.23,Pass,0,No,0,None,None
B001981,AED,Line 3,05-Sep-2024,2024,Team D,22.28,48.95,326.00,48.40,7.76,98.43,6.87,,84.71,92.23,Pass,0,No,0,None,None
B002180,AED,Line 2,10-Apr-2025,2025,Team B,23.26,31.20,290.00,36.80,7.98,99.49,6.67,123.00,89.46,92.23,Pass,0,Yes,1,Process,Minor
B002623,Antidepressant,Line 2,07-Oct-2024,2024,Team C,21.58,46.17,294.00,44.40,6.13,99.26,6.67,129.30,84.75,92.23,Pass,0,No,0,None,None
B000071,Antidepressant,Line 1,18-Jun-2025,2025,Team B,23.15,33.53,317.00,31.00,6.89,99.14,6.78,107.70,92.32,92.22,Pass,0,No,0,None,None
B000106,COX-2 Inhibitor,Line 3,06-Aug-2024,2024,Team D,23.45,41.69,366.00,36.80,7.04,99.18,6.76,123.50,87.89,96.53,Pass,0,No,0,None,None
B000573,GLP-1 Agonist,Line 1,28-Nov-2024,2024,Team D,23.72,27.86,298.00,44.00,6.76,98.52,,162.60,86.15,92.22,Pass,0,No,0,None,None
B000624,GLP-1 Agonist,Line 3,06-Mar-2025,2025,Team D,20.36,39.69,282.00,51.90,8.15,98.90,6.92,147.00,81.67,92.22,Pass,0,No,0,None,None
B001262,GLP-1 Agonist,Line 3,19-Apr-2025,2025,Team C,21.36,40.26,306.00,47.10,8.24,98.97,7.12,137.40,86.07,92.22,Pass,0,No,0,None,None
B002171,GLP-1 Agonist,Line 3,03-Mar-2025,2025,Team C,19.53,44.02,285.00,51.00,7.80,99.14,7.15,151.70,83.46,92.22,Pass,0,No,0,None,None
B002413,GLP-1 Agonist,Line 1,01-Mar-2025,2025,Team C,20.74,38.56,289.00,46.70,7.90,98.91,6.86,135.60,90.91,92.22,Pass,0,No,0,None,None
B002727,AED,Line 2,20-Oct-2024,2024,Team B,21.14,47.85,316.00,31.00,6.15,99.23,7.02,116.60,89.41,92.22,Failed,1,No,0,None,None
B001232,COX-2 Inhibitor,Line 1,16-Nov-2025,2025,Team A,22.81,45.84,330.00,36.30,6.66,99.29,6.71,,88.25,96.55,Pass,0,No,0,None,None
B001322,GLP-1 Agonist,Line 2,13-Oct-2024,2024,Team B,20.69,44.33,306.00,41.70,6.94,99.13,6.88,,87.04,92.21,Pass,0,No,0,None,None
B002728,Antidepressant,Line 1,11-Mar-2025,2025,Team D,22.43,,328.00,47.10,5.93,98.87,6.87,141.20,86.56,92.21,Pass,0,No,0,None,None
B000632,AED,Line 3,20-Aug-2024,2024,Team C,21.56,46.19,297.00,43.20,7.32,99.06,6.84,132.80,86.69,92.20,Pass,0,No,0,None,None
B000874,GLP-1 Agonist,Line 1,05-Jun-2024,2024,Team C,21.11,47.72,330.00,41.80,6.74,98.44,7.14,122.00,86.04,92.20,Failed,1,No,0,None,None
B001424,GLP-1 Agonist,Line 1,12-Dec-2025,2025,Team D,21.77,41.04,291.00,54.70,8.59,98.69,7.04,148.20,86.44,92.20,Pass,0,No,0,None,None
